time,voltage
-4.685000000000000275e-01,-4.045226000000000099e-01
-4.680000000000000271e-01,2.510050300000000068e+00
-4.675000000000000266e-01,-3.017587999999999937e+00
-4.670000000000000262e-01,-1.510050300000000068e+00
-4.665000000000000258e-01,-2.512599999999999816e-03
-4.660000000000000253e-01,-1.510050300000000068e+00
-4.655000000000000249e-01,-1.610552800000000007e+00
-4.650000000000000244e-01,5.000000000000000000e-01
-4.645000000000000240e-01,3.994975000000000054e-01
-4.640000000000000235e-01,2.108040200000000031e+00
-4.635000000000000231e-01,9.020101000000000369e-01
-4.630000000000000226e-01,2.309045199999999909e+00
-4.625000000000000222e-01,1.002512599999999976e+00
-4.620000000000000218e-01,3.314070399999999861e+00
-4.615000000000000213e-01,6.005025000000000501e-01
-4.610000000000000209e-01,-2.515075400000000183e+00
-4.605000000000000204e-01,-1.030150999999999983e-01
-4.600000000000000200e-01,3.716080400000000061e+00
-4.595000000000000195e-01,9.798990000000000478e-02
-4.590000000000000191e-01,-1.510050300000000068e+00
-4.585000000000000187e-01,-2.314070399999999861e+00
-4.580000000000000182e-01,-3.520100499999999855e+00
-4.575000000000000178e-01,-2.716080400000000061e+00
-4.570000000000000173e-01,-3.040201000000000153e-01
-4.565000000000000169e-01,-9.070352000000000414e-01
-4.560000000000000164e-01,3.314070399999999861e+00
-4.555000000000000160e-01,2.007537699999999870e+00
-4.550000000000000155e-01,9.020101000000000369e-01
-4.545000000000000151e-01,-6.055276000000000547e-01
-4.540000000000000147e-01,-2.314070399999999861e+00
-4.535000000000000142e-01,-2.314070399999999861e+00
-4.530000000000000138e-01,-2.515075400000000183e+00
-4.525000000000000133e-01,-5.050251000000000046e-01
-4.520000000000000129e-01,2.912060299999999824e+00
-4.515000000000000124e-01,-1.309045199999999909e+00
-4.510000000000000120e-01,-2.917085500000000220e+00
-4.505000000000000115e-01,-1.007537700000000092e+00
-4.500000000000000111e-01,9.020101000000000369e-01
-4.495000000000000107e-01,2.510050300000000068e+00
-4.490000000000000102e-01,5.000000000000000000e-01
-4.485000000000000098e-01,9.020101000000000369e-01
-4.480000000000000093e-01,3.716080400000000061e+00
-4.475000000000000089e-01,7.736181000000000196e+00
-4.470000000000000084e-01,3.917085500000000220e+00
-4.465000000000000080e-01,3.994975000000000054e-01
-4.460000000000000075e-01,-3.922110599999999891e+00
-4.455000000000000071e-01,-4.726130699999999685e+00
-4.450000000000000067e-01,-4.927135700000000007e+00
-4.445000000000000062e-01,-3.520100499999999855e+00
-4.440000000000000058e-01,-7.060302000000000522e-01
-4.435000000000000053e-01,2.108040200000000031e+00
-4.430000000000000049e-01,-1.912060300000000046e+00
-4.425000000000000044e-01,5.000000000000000000e-01
-4.420000000000000040e-01,-2.314070399999999861e+00
-4.415000000000000036e-01,-2.113065300000000146e+00
-4.410000000000000031e-01,-9.070352000000000414e-01
-4.405000000000000027e-01,8.015075000000000394e-01
-4.400000000000000022e-01,9.798990000000000478e-02
-4.395000000000000018e-01,2.007537699999999870e+00
-4.390000000000000013e-01,9.020101000000000369e-01
-4.385000000000000009e-01,1.404522599999999954e+00
-4.380000000000000004e-01,1.304020100000000015e+00
-4.375000000000000000e-01,2.912060299999999824e+00
-4.369999999999999996e-01,-2.113065300000000146e+00
-4.364999999999999991e-01,-1.610552800000000007e+00
-4.359999999999999987e-01,9.798990000000000478e-02
-4.354999999999999982e-01,3.012562799999999985e+00
-4.349999999999999978e-01,7.010049999999999892e-01
-4.344999999999999973e-01,2.989950000000000108e-01
-4.339999999999999969e-01,-2.716080400000000061e+00
-4.334999999999999964e-01,-2.816582899999999778e+00
-4.329999999999999960e-01,-1.309045199999999909e+00
-4.324999999999999956e-01,-1.208542699999999970e+00
-4.319999999999999951e-01,-2.314070399999999861e+00
-4.314999999999999947e-01,3.515075400000000183e+00
-4.309999999999999942e-01,1.304020100000000015e+00
-4.304999999999999938e-01,9.020101000000000369e-01
-4.299999999999999933e-01,-1.912060300000000046e+00
-4.294999999999999929e-01,-3.017587999999999937e+00
-4.289999999999999925e-01,-2.515075400000000183e+00
-4.284999999999999920e-01,-7.060302000000000522e-01
-4.279999999999999916e-01,1.304020100000000015e+00
-4.274999999999999911e-01,9.798990000000000478e-02
-4.269999999999999907e-01,-3.721105600000000013e+00
-4.264999999999999902e-01,-1.811557800000000107e+00
-4.259999999999999898e-01,-3.040201000000000153e-01
-4.254999999999999893e-01,1.706030200000000052e+00
-4.249999999999999889e-01,1.103015099999999915e+00
-4.244999999999999885e-01,1.103015099999999915e+00
-4.239999999999999880e-01,5.000000000000000000e-01
-4.234999999999999876e-01,5.022613100000000053e+00
-4.229999999999999871e-01,6.128140700000000329e+00
-4.224999999999999867e-01,3.213567900000000144e+00
-4.219999999999999862e-01,-3.040201000000000153e-01
-4.214999999999999858e-01,-3.218592999999999815e+00
-4.209999999999999853e-01,-4.726130699999999685e+00
-4.204999999999999849e-01,-4.726130699999999685e+00
-4.199999999999999845e-01,-1.912060300000000046e+00
-4.194999999999999840e-01,1.002512599999999976e+00
-4.189999999999999836e-01,-1.030150999999999983e-01
-4.184999999999999831e-01,-2.035175999999999930e-01
-4.179999999999999827e-01,-7.060302000000000522e-01
-4.174999999999999822e-01,-2.414572900000000022e+00
-4.169999999999999818e-01,-1.309045199999999909e+00
-4.164999999999999813e-01,-7.060302000000000522e-01
-4.159999999999999809e-01,9.020101000000000369e-01
-4.154999999999999805e-01,1.806532699999999991e+00
-4.149999999999999800e-01,9.020101000000000369e-01
-4.144999999999999796e-01,9.020101000000000369e-01
-4.139999999999999791e-01,1.706030200000000052e+00
-4.134999999999999787e-01,2.208542700000000192e+00
-4.129999999999999782e-01,9.020101000000000369e-01
-4.124999999999999778e-01,-3.118090500000000098e+00
-4.119999999999999774e-01,-1.510050300000000068e+00
-4.114999999999999769e-01,2.007537699999999870e+00
-4.109999999999999765e-01,2.711055299999999946e+00
-4.104999999999999760e-01,5.000000000000000000e-01
-4.099999999999999756e-01,1.706030200000000052e+00
-4.094999999999999751e-01,-1.912060300000000046e+00
-4.089999999999999747e-01,-1.309045199999999909e+00
-4.084999999999999742e-01,-1.610552800000000007e+00
-4.079999999999999738e-01,-3.520100499999999855e+00
-4.074999999999999734e-01,-1.007537700000000092e+00
-4.069999999999999729e-01,3.314070399999999861e+00
-4.064999999999999725e-01,7.010049999999999892e-01
-4.060000000000000275e-01,9.798990000000000478e-02
-4.055000000000000271e-01,-2.414572900000000022e+00
-4.050000000000000266e-01,-2.515075400000000183e+00
-4.045000000000000262e-01,-2.414572900000000022e+00
-4.040000000000000258e-01,9.798990000000000478e-02
-4.035000000000000253e-01,1.984924999999999884e-01
-4.030000000000000249e-01,-9.070352000000000414e-01
-4.025000000000000244e-01,-2.716080400000000061e+00
-4.020000000000000240e-01,-7.060302000000000522e-01
-4.015000000000000235e-01,-2.512599999999999816e-03
-4.010000000000000231e-01,1.304020100000000015e+00
-4.005000000000000226e-01,9.020101000000000369e-01
-4.000000000000000222e-01,-7.060302000000000522e-01
-3.995000000000000218e-01,1.203517600000000076e+00
-3.990000000000000213e-01,6.530150800000000366e+00
-3.985000000000000209e-01,3.414572900000000022e+00
-3.980000000000000204e-01,3.314070399999999861e+00
-3.975000000000000200e-01,8.015075000000000394e-01
-3.970000000000000195e-01,-2.113065300000000146e+00
-3.965000000000000191e-01,-4.625628200000000412e+00
-3.960000000000000187e-01,-3.922110599999999891e+00
-3.955000000000000182e-01,-2.716080400000000061e+00
-3.950000000000000178e-01,7.010049999999999892e-01
-3.945000000000000173e-01,-3.040201000000000153e-01
-3.940000000000000169e-01,9.798990000000000478e-02
-3.935000000000000164e-01,-2.716080400000000061e+00
-3.930000000000000160e-01,-2.515075400000000183e+00
-3.925000000000000155e-01,-1.007537700000000092e+00
-3.920000000000000151e-01,-3.040201000000000153e-01
-3.915000000000000147e-01,-6.055276000000000547e-01
-3.910000000000000142e-01,1.103015099999999915e+00
-3.905000000000000138e-01,7.010049999999999892e-01
-3.900000000000000133e-01,2.108040200000000031e+00
-3.895000000000000129e-01,3.012562799999999985e+00
-3.890000000000000124e-01,9.020101000000000369e-01
-3.885000000000000120e-01,-1.108040200000000031e+00
-3.880000000000000115e-01,-1.108040200000000031e+00
-3.875000000000000111e-01,-9.070352000000000414e-01
-3.870000000000000107e-01,1.505025099999999894e+00
-3.865000000000000102e-01,9.798990000000000478e-02
-3.860000000000000098e-01,1.706030200000000052e+00
-3.855000000000000093e-01,2.409547799999999906e+00
-3.850000000000000089e-01,-1.030150999999999983e-01
-3.845000000000000084e-01,5.000000000000000000e-01
-3.840000000000000080e-01,-3.118090500000000098e+00
-3.835000000000000075e-01,-3.118090500000000098e+00
-3.830000000000000071e-01,2.989950000000000108e-01
-3.825000000000000067e-01,2.108040200000000031e+00
-3.820000000000000062e-01,9.020101000000000369e-01
-3.815000000000000058e-01,-3.040201000000000153e-01
-3.810000000000000053e-01,-1.912060300000000046e+00
-3.805000000000000049e-01,-3.017587999999999937e+00
-3.800000000000000044e-01,-1.510050300000000068e+00
-3.795000000000000040e-01,1.505025099999999894e+00
-3.790000000000000036e-01,-1.108040200000000031e+00
-3.785000000000000031e-01,-2.716080400000000061e+00
-3.780000000000000027e-01,-2.314070399999999861e+00
-3.775000000000000022e-01,-1.208542699999999970e+00
-3.770000000000000018e-01,-5.050251000000000046e-01
-3.765000000000000013e-01,1.203517600000000076e+00
-3.760000000000000009e-01,5.000000000000000000e-01
-3.755000000000000004e-01,3.994975000000000054e-01
-3.750000000000000000e-01,3.917085500000000220e+00
-3.744999999999999996e-01,4.118090500000000098e+00
-3.739999999999999991e-01,2.108040200000000031e+00
-3.734999999999999987e-01,4.419597999999999693e+00
-3.729999999999999982e-01,1.304020100000000015e+00
-3.724999999999999978e-01,-1.208542699999999970e+00
-3.719999999999999973e-01,-3.922110599999999891e+00
-3.714999999999999969e-01,-3.922110599999999891e+00
-3.709999999999999964e-01,-1.510050300000000068e+00
-3.704999999999999960e-01,3.994975000000000054e-01
-3.699999999999999956e-01,9.798990000000000478e-02
-3.694999999999999951e-01,-1.108040200000000031e+00
-3.689999999999999947e-01,-3.721105600000000013e+00
-3.684999999999999942e-01,-2.213567900000000144e+00
-3.679999999999999938e-01,-1.108040200000000031e+00
-3.674999999999999933e-01,-1.007537700000000092e+00
-3.669999999999999929e-01,5.000000000000000000e-01
-3.664999999999999925e-01,2.309045199999999909e+00
-3.659999999999999920e-01,5.000000000000000000e-01
-3.654999999999999916e-01,3.012562799999999985e+00
-3.649999999999999911e-01,2.309045199999999909e+00
-3.644999999999999907e-01,-6.055276000000000547e-01
-3.639999999999999902e-01,-1.510050300000000068e+00
-3.634999999999999898e-01,-1.510050300000000068e+00
-3.629999999999999893e-01,-9.070352000000000414e-01
-3.624999999999999889e-01,1.103015099999999915e+00
-3.619999999999999885e-01,-7.060302000000000522e-01
-3.614999999999999880e-01,1.404522599999999954e+00
-3.609999999999999876e-01,2.309045199999999909e+00
-3.604999999999999871e-01,2.007537699999999870e+00
-3.599999999999999867e-01,9.798990000000000478e-02
-3.594999999999999862e-01,-3.520100499999999855e+00
-3.589999999999999858e-01,-3.319095499999999976e+00
-3.584999999999999853e-01,1.605527600000000055e+00
-3.579999999999999849e-01,1.706030200000000052e+00
-3.574999999999999845e-01,2.510050300000000068e+00
-3.569999999999999840e-01,-3.040201000000000153e-01
-3.564999999999999836e-01,-2.414572900000000022e+00
-3.559999999999999831e-01,-2.716080400000000061e+00
-3.554999999999999827e-01,-3.040201000000000153e-01
-3.549999999999999822e-01,-7.060302000000000522e-01
-3.544999999999999818e-01,-1.811557800000000107e+00
-3.539999999999999813e-01,-2.716080400000000061e+00
-3.534999999999999809e-01,-1.610552800000000007e+00
-3.529999999999999805e-01,-1.108040200000000031e+00
-3.524999999999999800e-01,-3.040201000000000153e-01
-3.519999999999999796e-01,1.706030200000000052e+00
-3.514999999999999791e-01,8.015075000000000394e-01
-3.509999999999999787e-01,5.000000000000000000e-01
-3.504999999999999782e-01,3.716080400000000061e+00
-3.499999999999999778e-01,1.706030200000000052e+00
-3.494999999999999774e-01,2.912060299999999824e+00
-3.489999999999999769e-01,4.520100499999999855e+00
-3.484999999999999765e-01,1.806532699999999991e+00
-3.479999999999999760e-01,-7.060302000000000522e-01
-3.474999999999999756e-01,-2.515075400000000183e+00
-3.469999999999999751e-01,-3.721105600000000013e+00
-3.464999999999999747e-01,-1.711055299999999946e+00
-3.459999999999999742e-01,5.000000000000000000e-01
-3.454999999999999738e-01,-3.040201000000000153e-01
-3.449999999999999734e-01,-2.314070399999999861e+00
-3.444999999999999729e-01,-3.017587999999999937e+00
-3.439999999999999725e-01,-1.912060300000000046e+00
-3.435000000000000275e-01,-1.030150999999999983e-01
-3.430000000000000271e-01,9.798990000000000478e-02
-3.425000000000000266e-01,1.304020100000000015e+00
-3.420000000000000262e-01,5.000000000000000000e-01
-3.415000000000000258e-01,1.002512599999999976e+00
-3.410000000000000253e-01,3.716080400000000061e+00
-3.405000000000000249e-01,3.994975000000000054e-01
-3.400000000000000244e-01,-1.912060300000000046e+00
-3.395000000000000240e-01,-1.108040200000000031e+00
-3.390000000000000235e-01,-7.060302000000000522e-01
-3.385000000000000231e-01,-9.070352000000000414e-01
-3.380000000000000226e-01,-1.510050300000000068e+00
-3.375000000000000222e-01,-8.065326999999999913e-01
-3.370000000000000218e-01,1.907035199999999930e+00
-3.365000000000000213e-01,3.113065300000000146e+00
-3.360000000000000209e-01,2.912060299999999824e+00
-3.355000000000000204e-01,-1.108040200000000031e+00
-3.350000000000000200e-01,-2.515075400000000183e+00
-3.345000000000000195e-01,-1.007537700000000092e+00
-3.340000000000000191e-01,9.020101000000000369e-01
-3.335000000000000187e-01,1.605527600000000055e+00
-3.330000000000000182e-01,1.304020100000000015e+00
-3.325000000000000178e-01,-9.070352000000000414e-01
-3.320000000000000173e-01,-3.118090500000000098e+00
-3.315000000000000169e-01,-1.610552800000000007e+00
-3.310000000000000164e-01,-1.030150999999999983e-01
-3.305000000000000160e-01,-1.208542699999999970e+00
-3.300000000000000155e-01,-2.716080400000000061e+00
-3.295000000000000151e-01,-2.314070399999999861e+00
-3.290000000000000147e-01,-1.711055299999999946e+00
-3.285000000000000142e-01,-1.007537700000000092e+00
-3.280000000000000138e-01,9.020101000000000369e-01
-3.275000000000000133e-01,1.103015099999999915e+00
-3.270000000000000129e-01,5.000000000000000000e-01
-3.265000000000000124e-01,2.510050300000000068e+00
-3.260000000000000120e-01,2.108040200000000031e+00
-3.255000000000000115e-01,8.015075000000000394e-01
-3.250000000000000111e-01,3.314070399999999861e+00
-3.245000000000000107e-01,4.118090500000000098e+00
-3.240000000000000102e-01,9.020101000000000369e-01
-3.235000000000000098e-01,-7.060302000000000522e-01
-3.230000000000000093e-01,-2.716080400000000061e+00
-3.225000000000000089e-01,-3.017587999999999937e+00
-3.220000000000000084e-01,-7.060302000000000522e-01
-3.215000000000000080e-01,-2.512599999999999816e-03
-3.210000000000000075e-01,-1.711055299999999946e+00
-3.205000000000000071e-01,-2.314070399999999861e+00
-3.200000000000000067e-01,-1.912060300000000046e+00
-3.195000000000000062e-01,-1.309045199999999909e+00
-3.190000000000000058e-01,-1.108040200000000031e+00
-3.185000000000000053e-01,-5.050251000000000046e-01
-3.180000000000000049e-01,1.304020100000000015e+00
-3.175000000000000044e-01,-3.040201000000000153e-01
-3.170000000000000040e-01,2.711055299999999946e+00
-3.165000000000000036e-01,1.907035199999999930e+00
-3.160000000000000031e-01,-1.510050300000000068e+00
-3.155000000000000027e-01,-9.070352000000000414e-01
-3.150000000000000022e-01,-1.309045199999999909e+00
-3.145000000000000018e-01,-1.309045199999999909e+00
-3.140000000000000013e-01,-7.060302000000000522e-01
-3.135000000000000009e-01,-1.912060300000000046e+00
-3.130000000000000004e-01,-1.030150999999999983e-01
-3.125000000000000000e-01,1.706030200000000052e+00
-3.119999999999999996e-01,3.314070399999999861e+00
-3.114999999999999991e-01,2.912060299999999824e+00
-3.109999999999999987e-01,-5.050251000000000046e-01
-3.104999999999999982e-01,-1.912060300000000046e+00
-3.099999999999999978e-01,-7.060302000000000522e-01
-3.094999999999999973e-01,-7.060302000000000522e-01
-3.089999999999999969e-01,9.020101000000000369e-01
-3.084999999999999964e-01,1.304020100000000015e+00
-3.079999999999999960e-01,-1.510050300000000068e+00
-3.074999999999999956e-01,-2.615577899999999900e+00
-3.069999999999999951e-01,-3.040201000000000153e-01
-3.064999999999999947e-01,-1.912060300000000046e+00
-3.059999999999999942e-01,-1.510050300000000068e+00
-3.054999999999999938e-01,-1.811557800000000107e+00
-3.049999999999999933e-01,-1.711055299999999946e+00
-3.044999999999999929e-01,-7.060302000000000522e-01
-3.039999999999999925e-01,-1.510050300000000068e+00
-3.034999999999999920e-01,6.005025000000000501e-01
-3.029999999999999916e-01,1.907035199999999930e+00
-3.024999999999999911e-01,1.404522599999999954e+00
-3.019999999999999907e-01,2.108040200000000031e+00
-3.014999999999999902e-01,-4.045226000000000099e-01
-3.009999999999999898e-01,9.798990000000000478e-02
-3.004999999999999893e-01,2.912060299999999824e+00
-2.999999999999999889e-01,2.912060299999999824e+00
-2.994999999999999885e-01,1.103015099999999915e+00
-2.989999999999999880e-01,2.989950000000000108e-01
-2.984999999999999876e-01,-6.055276000000000547e-01
-2.979999999999999871e-01,-1.108040200000000031e+00
-2.974999999999999867e-01,-6.055276000000000547e-01
-2.969999999999999862e-01,-1.108040200000000031e+00
-2.964999999999999858e-01,-2.615577899999999900e+00
-2.959999999999999853e-01,-1.108040200000000031e+00
-2.954999999999999849e-01,-1.510050300000000068e+00
-2.949999999999999845e-01,-1.510050300000000068e+00
-2.944999999999999840e-01,-1.007537700000000092e+00
-2.939999999999999836e-01,9.798990000000000478e-02
-2.934999999999999831e-01,1.984924999999999884e-01
-2.929999999999999827e-01,9.020101000000000369e-01
-2.924999999999999822e-01,2.912060299999999824e+00
-2.919999999999999818e-01,9.020101000000000369e-01
-2.914999999999999813e-01,-2.314070399999999861e+00
-2.909999999999999809e-01,-7.060302000000000522e-01
-2.904999999999999805e-01,-2.512599999999999816e-03
-2.899999999999999800e-01,9.798990000000000478e-02
-2.894999999999999796e-01,-9.070352000000000414e-01
-2.889999999999999791e-01,-2.113065300000000146e+00
-2.884999999999999787e-01,-3.040201000000000153e-01
-2.879999999999999782e-01,2.108040200000000031e+00
-2.874999999999999778e-01,3.012562799999999985e+00
-2.869999999999999774e-01,9.020101000000000369e-01
-2.864999999999999769e-01,-1.030150999999999983e-01
-2.859999999999999765e-01,-7.060302000000000522e-01
-2.854999999999999760e-01,-4.045226000000000099e-01
-2.849999999999999756e-01,-5.050251000000000046e-01
-2.844999999999999751e-01,6.005025000000000501e-01
-2.839999999999999747e-01,5.000000000000000000e-01
-2.834999999999999742e-01,-1.007537700000000092e+00
-2.829999999999999738e-01,-1.711055299999999946e+00
-2.824999999999999734e-01,-1.912060300000000046e+00
-2.819999999999999729e-01,-1.108040200000000031e+00
-2.814999999999999725e-01,-9.070352000000000414e-01
-2.810000000000000275e-01,-1.711055299999999946e+00
-2.805000000000000271e-01,-1.811557800000000107e+00
-2.800000000000000266e-01,-1.510050300000000068e+00
-2.795000000000000262e-01,-7.060302000000000522e-01
-2.790000000000000258e-01,7.010049999999999892e-01
-2.785000000000000253e-01,1.304020100000000015e+00
-2.780000000000000249e-01,2.912060299999999824e+00
-2.775000000000000244e-01,1.304020100000000015e+00
-2.770000000000000240e-01,-1.711055299999999946e+00
-2.765000000000000235e-01,9.020101000000000369e-01
-2.760000000000000231e-01,2.912060299999999824e+00
-2.755000000000000226e-01,2.007537699999999870e+00
-2.750000000000000222e-01,1.103015099999999915e+00
-2.745000000000000218e-01,1.984924999999999884e-01
-2.740000000000000213e-01,-3.040201000000000153e-01
-2.735000000000000209e-01,7.010049999999999892e-01
-2.730000000000000204e-01,-1.510050300000000068e+00
-2.725000000000000200e-01,-2.012562799999999985e+00
-2.720000000000000195e-01,-2.314070399999999861e+00
-2.715000000000000191e-01,-2.414572900000000022e+00
-2.710000000000000187e-01,-1.711055299999999946e+00
-2.705000000000000182e-01,-1.811557800000000107e+00
-2.700000000000000178e-01,-1.108040200000000031e+00
-2.695000000000000173e-01,1.404522599999999954e+00
-2.690000000000000169e-01,-3.040201000000000153e-01
-2.685000000000000164e-01,2.811557800000000107e+00
-2.680000000000000160e-01,2.912060299999999824e+00
-2.675000000000000155e-01,-3.040201000000000153e-01
-2.670000000000000151e-01,-1.309045199999999909e+00
-2.665000000000000147e-01,1.002512599999999976e+00
-2.660000000000000142e-01,-3.040201000000000153e-01
-2.655000000000000138e-01,-1.030150999999999983e-01
-2.650000000000000133e-01,-1.912060300000000046e+00
-2.645000000000000129e-01,-2.314070399999999861e+00
-2.640000000000000124e-01,-3.040201000000000153e-01
-2.635000000000000120e-01,2.108040200000000031e+00
-2.630000000000000115e-01,1.304020100000000015e+00
-2.625000000000000111e-01,1.304020100000000015e+00
-2.620000000000000107e-01,1.304020100000000015e+00
-2.615000000000000102e-01,1.103015099999999915e+00
-2.610000000000000098e-01,-5.050251000000000046e-01
-2.605000000000000093e-01,-5.050251000000000046e-01
-2.600000000000000089e-01,9.020101000000000369e-01
-2.595000000000000084e-01,-1.030150999999999983e-01
-2.590000000000000080e-01,-1.108040200000000031e+00
-2.585000000000000075e-01,-1.007537700000000092e+00
-2.580000000000000071e-01,-1.912060300000000046e+00
-2.575000000000000067e-01,-1.409547799999999906e+00
-2.570000000000000062e-01,-1.510050300000000068e+00
-2.565000000000000058e-01,-2.414572900000000022e+00
-2.560000000000000053e-01,-1.510050300000000068e+00
-2.555000000000000049e-01,-1.108040200000000031e+00
-2.550000000000000044e-01,-1.309045199999999909e+00
-2.545000000000000040e-01,3.994975000000000054e-01
-2.540000000000000036e-01,2.912060299999999824e+00
-2.535000000000000031e-01,2.912060299999999824e+00
-2.530000000000000027e-01,9.798990000000000478e-02
-2.525000000000000022e-01,-1.108040200000000031e+00
-2.520000000000000018e-01,1.304020100000000015e+00
-2.515000000000000013e-01,2.610552799999999785e+00
-2.510000000000000009e-01,9.020101000000000369e-01
-2.505000000000000004e-01,7.010049999999999892e-01
-2.500000000000000000e-01,9.020101000000000369e-01
-2.494999999999999996e-01,1.002512599999999976e+00
-2.489999999999999991e-01,1.304020100000000015e+00
-2.484999999999999987e-01,-2.213567900000000144e+00
-2.479999999999999982e-01,-3.520100499999999855e+00
-2.474999999999999978e-01,-2.314070399999999861e+00
-2.469999999999999973e-01,-1.711055299999999946e+00
-2.464999999999999969e-01,-2.012562799999999985e+00
-2.459999999999999964e-01,-2.314070399999999861e+00
-2.454999999999999960e-01,-3.040201000000000153e-01
-2.449999999999999956e-01,1.103015099999999915e+00
-2.444999999999999951e-01,6.005025000000000501e-01
-2.439999999999999947e-01,3.314070399999999861e+00
-2.434999999999999942e-01,1.706030200000000052e+00
-2.429999999999999938e-01,-9.070352000000000414e-01
-2.424999999999999933e-01,-1.409547799999999906e+00
-2.419999999999999929e-01,-7.060302000000000522e-01
-2.414999999999999925e-01,9.798990000000000478e-02
-2.409999999999999920e-01,5.000000000000000000e-01
-2.404999999999999916e-01,-2.615577899999999900e+00
-2.399999999999999911e-01,-1.912060300000000046e+00
-2.394999999999999907e-01,-2.035175999999999930e-01
-2.389999999999999902e-01,2.108040200000000031e+00
-2.384999999999999898e-01,3.994975000000000054e-01
-2.379999999999999893e-01,1.304020100000000015e+00
-2.374999999999999889e-01,2.108040200000000031e+00
-2.369999999999999885e-01,2.309045199999999909e+00
-2.364999999999999880e-01,-7.060302000000000522e-01
-2.359999999999999876e-01,9.020101000000000369e-01
-2.354999999999999871e-01,7.010049999999999892e-01
-2.349999999999999867e-01,9.798990000000000478e-02
-2.344999999999999862e-01,1.984924999999999884e-01
-2.340000000000000135e-01,-2.716080400000000061e+00
-2.335000000000000131e-01,-3.821608100000000174e+00
-2.330000000000000127e-01,-9.070352000000000414e-01
-2.325000000000000122e-01,-2.515075400000000183e+00
-2.320000000000000118e-01,-1.108040200000000031e+00
-2.315000000000000113e-01,-1.208542699999999970e+00
-2.310000000000000109e-01,-1.108040200000000031e+00
-2.305000000000000104e-01,-7.060302000000000522e-01
-2.300000000000000100e-01,1.706030200000000052e+00
-2.295000000000000095e-01,2.811557800000000107e+00
-2.290000000000000091e-01,2.309045199999999909e+00
-2.285000000000000087e-01,-7.060302000000000522e-01
-2.280000000000000082e-01,-7.060302000000000522e-01
-2.275000000000000078e-01,1.103015099999999915e+00
-2.270000000000000073e-01,1.907035199999999930e+00
